22, 0.051768, 0, 4.41033, 2, 3.57246, 1 
16, 0.0763414, 100, 4.11811, 1, 0.458551, 1 
21, 0.0285052, 600, 3.68385, 1, 2.68108, 1 
44, 0.0710991, 200, 3.33033, 2, 2.38722, 1 
66, 0.0553721, 0, 4.3707, 2, 3.03594, 1 
22, 0.051768, 0, 4.41033, 2, 3.57246, 1 
9, 0.117297, 700, 4.1915, 4, 2.18961, 1 
36, 0.125816, 600, 3.58932, 6, 2.83135, 1 
63, 0.0851878, 200, 4.68545, 4, 3.79315, 1 
72, 0.118935, 200, 2.63131, 4, 0.609169, 1 
90, 0.142526, 800, 3.46662, 8, 0.746202, 1 
92, 0.101898, 900, 3.42419, 3, 3.3646, 1 
99, 0.110417, 500, 3.87112, 5, 1.39407, 1 
79, 0.0792902, 300, 3.11986, 0, 2.48963, 1 
15, 0.0281775, 600, 4.19676, 2, 3.05632, 1 
46, 0.102553, 300, 2.89894, 4, 2.73369, 1 
74, 0.0498021, 400, 4.3244, 2, 0.815671, 1 
4, 0.0622526, 400, 3.28751, 1, 1.65879, 1 
41, 0.0956725, 600, 3.76456, 4, 2.04373, 1 
2, 0.140232, 600, 3.56776, 5, 2.66643, 1 
6, 0.137611, 400, 4.0992, 5, 0.398065, 1 
23, 0.131058, 100, 3.7084, 4, 2.45065, 1 
70, 0.0904301, 100, 3.66142, 3, 1.67174, 1 
88, 0.134007, 300, 2.78638, 4, 2.6767, 1 
93, 0.0658567, 100, 4.34434, 1, 3.68568, 1 
6, 0.137611, 400, 4.0992, 5, 2.63537, 1 
23, 0.131058, 100, 3.7084, 5, 1.61349, 1 
39, 0.0989489, 100, 4.11208, 2, 4.05657, 1 
40, 0.121556, 0, 5.09639, 5, 2.66643, 1 
64, 0.10157, 600, 3.20129, 2, 1.90475, 1 
70, 0.0904301, 100, 3.66142, 3, 3.19535, 1 
88, 0.134007, 300, 2.78638, 5, 1.29188, 1 
1, 0.110417, 600, 2.6854, 1, 2.63439, 1 
82, 0.114676, 500, 2.77464, 4, 1.69889, 1 
87, 0.087809, 300, 3.90338, 2, 3.11184, 1 
39, 0.0989489, 100, 4.11208, 3, 2.25676, 1 
33, 0.0740479, 900, 2.54163, 1, 0.959011, 1 
5, 0.12942, 800, 5.20032, 7, 4.9968, 1 
36, 0.125816, 600, 3.58932, 6, 2.45118, 1 
63, 0.0851878, 200, 4.68545, 4, 1.22242, 1 
66, 0.0553721, 0, 4.3707, 2, 2.05047, 1 
68, 0.0498021, 900, 5.80538, 3, 2.38722, 1 
1, 0.110417, 600, 2.6854, 2, 1.83296, 1 
38, 0.116969, 900, 3.70087, 3, 1.69889, 1 
49, 0.110417, 400, 2.12487, 3, 1.41017, 1 
87, 0.087809, 300, 3.90338, 3, 2.7946, 1 
96, 0.123522, 300, 1.46216, 2, 1.03434, 1 
32, 0.0520956, 300, 1.49224, 0, 1.2367, 1 
5, 0.12942, 800, 5.20032, 8, 2.18961, 1 
90, 0.142526, 800, 3.46662, 8, 2.57235, 1 
92, 0.101898, 900, 3.42419, 3, 1.93048, 1 
99, 0.110417, 500, 3.87112, 5, 2.39507, 1 
81, 0.0992766, 800, 3.47705, 1, 0.590066, 1 
89, 0.108451, 300, 3.15687, 3, 2.91727, 1 
21, 0.0285052, 600, 3.68385, 1, 2.68108, 1 
44, 0.0710991, 200, 3.77297, 2, 2.38722, 1 
66, 0.0553721, 0, 4.3707, 2, 3.03594, 1 
79, 0.0792902, 300, 3.11986, 1, 2.48963, 1 
43, 0.0733926, 600, 6.39871, 3, 3.82627, 1 
46, 0.102553, 300, 2.89894, 4, 1.86855, 1 
54, 0.0920684, 0, 2.34376, 3, 2.25572, 1 
94, 0.0615973, 100, 3.12179, 1, 0.521868, 1 
86, 0.0527509, 700, 3.89593, 2, 3.61322, 1 
9, 0.117297, 700, 6.07975, 4, 2.18961, 1 
36, 0.125816, 600, 3.58932, 6, 2.83135, 1 
63, 0.0851878, 200, 4.68545, 4, 3.79315, 1 
69, 0.0851878, 900, 5.00454, 3, 4.9968, 1 
72, 0.118935, 200, 2.63131, 4, 0.609169, 1 
90, 0.142526, 800, 3.46662, 8, 0.746202, 1 
92, 0.101898, 900, 3.42419, 3, 3.3646, 1 
99, 0.110417, 500, 3.87112, 5, 1.39407, 1 
81, 0.0992766, 800, 3.47705, 1, 1.68341, 1 
83, 0.11828, 500, 4.58094, 2, 2.15592, 1 
38, 0.116969, 900, 3.70087, 3, 2.1568, 1 
82, 0.114676, 500, 3.1036, 5, 1.41017, 1 
