22, 0.0445598, 0, 4.41033, 1, 3.90737, 1 
21, 0.0242458, 600, 3.68385, 1, 2.93243, 1 
44, 0.0638909, 200, 3.33033, 2, 2.61103, 1 
66, 0.0452151, 0, 4.3707, 2, 3.32056, 1 
6, 0.124833, 400, 4.0992, 5, 2.88244, 1 
23, 0.121556, 100, 3.7084, 4, 1.76475, 1 
64, 0.0933789, 600, 3.20129, 2, 2.08332, 1 
70, 0.0779796, 100, 3.66142, 3, 3.49492, 1 
88, 0.118608, 300, 2.78638, 4, 1.413, 1 
87, 0.0733926, 300, 3.90338, 2, 1.0582, 1 
26, 0.0769967, 0, 2.51356, 3, 0.358996, 1 
41, 0.0930513, 600, 3.76456, 2, 1.9825, 1 
77, 0.0887919, 800, 1.42414, 2, 0.557338, 1 
82, 0.0999318, 500, 2.77464, 4, 2.0048, 1 
87, 0.0733926, 300, 3.90338, 2, 1.0582, 1 
9, 0.0960001, 700, 4.1915, 4, 2.39488, 1 
36, 0.10157, 600, 3.58932, 5, 3.09679, 1 
63, 0.0792902, 200, 4.68545, 2, 4.14876, 1 
72, 0.10157, 200, 2.63131, 4, 0.666279, 1 
90, 0.139905, 800, 3.46662, 6, 0.816158, 1 
99, 0.0960001, 500, 3.87112, 4, 1.52477, 1 
34, 0.0527509, 600, 2.30083, 1, 1.91448, 1 
52, 0.0452151, 700, 4.93762, 0, 3.06938, 1 
86, 0.0340751, 700, 3.89593, 1, 1.54085, 1 
2, 0.129092, 600, 4.48344, 5, 2.88244, 1 
23, 0.121556, 100, 3.7084, 4, 2.39119, 1 
40, 0.114348, 0, 2.17078, 2, 0.435384, 1 
70, 0.0779796, 100, 3.66142, 3, 2.26139, 1 
88, 0.118608, 300, 2.78638, 4, 2.68994, 1 
52, 0.0452151, 700, 4.93762, 1, 4.02399, 1 
71, 0.0809284, 700, 4.04477, 1, 2.65248, 1 
81, 0.086826, 800, 3.47705, 1, 2.72962, 1 
83, 0.0937066, 500, 4.23386, 1, 2.49168, 1 
89, 0.0897748, 300, 3.15687, 1, 2.03066, 1 
5, 0.103208, 800, 4.67579, 6, 1.52477, 1 
9, 0.0960001, 700, 4.1915, 4, 2.6196, 1 
72, 0.10157, 200, 2.63131, 4, 1.78082, 1 
90, 0.139905, 800, 3.46662, 6, 2.32652, 1 
62, 0.0589762, 600, 2.88881, 2, 1.49467, 1 
85, 0.0370239, 0, 4.00362, 1, 3.55873, 1 
82, 0.0999318, 500, 2.77464, 4, 2.0048, 1 
2, 0.129092, 600, 4.48344, 5, 2.08332, 1 
39, 0.0848602, 100, 4.11208, 2, 2.56838, 1 
5, 0.103208, 800, 4.67579, 6, 0.816158, 1 
9, 0.0960001, 700, 4.1915, 4, 2.8135, 1 
20, 0.0982936, 100, 3.25692, 2, 2.93742, 1 
36, 0.10157, 600, 3.58932, 5, 2.74211, 1 
63, 0.0792902, 200, 4.68545, 3, 3.5892, 1 
72, 0.10157, 200, 2.63131, 4, 0.808899, 1 
99, 0.0960001, 500, 6.33401, 4, 2.32652, 1 
42, 0.0353857, 500, 4.14794, 2, 1.49467, 1 
85, 0.0370239, 0, 4.00362, 2, 2.19694, 1 
46, 0.0940342, 300, 2.89894, 3, 2.50725, 1 
54, 0.0747032, 0, 2.34376, 2, 1.94222, 1 
9, 0.0960001, 700, 4.1915, 4, 2.39488, 1 
