18, 0.0140888, 300, 0, 3.67163, 8.04906
23, 0.0730649, 100, 4, 3.7084, 3.7084
67, 0.0291604, 600, 0, 2.98629, 2.98629
16, 0.0350581, 100, 1, 4.21174, 4.11811
30, 0.0350581, 400, 1, 2.41621, 3.33503
68, 0.0167099, 900, 1, 4.52961, 5.80538
18, 0.0140888, 300, 0, 8.04906, 10.4363
51, 0.0622526, 300, 1, 1.6734, 1.6734
5, 0.0763414, 800, 4, 3.99189, 5.20032
61, 0.0104847, 300, 0, 2.54103, 3.78887
27, 0.0370239, 500, 0, 1.89006, 3.73667
19, 0.0124505, 100, 0, 2.77693, 1.31858
37, 0.0124505, 100, 0, 2.91505, 2.51085
77, 0.067495, 800, 2, 1.44921, 2.73443
75, 0.0337475, 200, 0, 1.60662, 1.60662
47, 0.0334198, 700, 2, 3.65533, 6.32775
79, 0.0288328, 300, 0, 3.11986, 0.0418957
88, 0.0743755, 300, 3, 2.78638, 2.78638
44, 0.0337475, 200, 1, 3.33033, 6.12068
73, 0.056355, 800, 0, 2.26595, 0.701687
14, 0.0307987, 800, 0, 2.82548, 3.18914
52, 0.0307987, 700, 0, 4.93762, 5.81185
55, 0.030471, 900, 1, 3.77968, 0.829288
45, 0.0396451, 200, 0, 1.4002, 0.496456
53, 0.0150717, 500, 0, 1.18633, 2.93978
61, 0.0104847, 300, 0, 3.78887, 4.01676
83, 0.0448874, 500, 1, 4.23386, 4.23386
86, 0.0271946, 700, 0, 3.89593, 6.09203
72, 0.0763414, 200, 3, 2.63131, 3.98357
64, 0.056355, 600, 1, 3.20129, 1.73947
75, 0.0337475, 200, 0, 1.60662, 4.65218
93, 0.0294881, 100, 0, 4.34434, 3.99015
21, 0.00688055, 600, 0, 3.68385, 6.02385
25, 0.0268669, 500, 1, 2.5149, 3.81325
30, 0.0350581, 400, 1, 3.33503, 2.31652
81, 0.0583209, 800, 1, 3.47705, 3.8458
5, 0.0763414, 800, 4, 5.20032, 4.08962
71, 0.0347304, 700, 0, 4.04477, 6.66671
15, 0.0167099, 600, 0, 4.19676, 2.75623
61, 0.0104847, 300, 0, 4.01676, 4.81039
53, 0.0150717, 500, 0, 2.93978, 2.61716
4, 0.0366963, 400, 1, 3.28751, 5.58815
5, 0.0763414, 800, 4, 4.08962, 5.80018
14, 0.0307987, 800, 0, 3.18914, 3.72436
36, 0.0511127, 600, 3, 3.58932, 3.83489
10, 0.0445598, 500, 1, 4.57254, 5.12253
77, 0.067495, 800, 3, 2.73443, 2.73443
98, 0.0321093, 500, 1, 0.987919, 1.45798
41, 0.0779796, 600, 2, 3.76456, 3.73047
93, 0.0294881, 100, 0, 3.99015, 0.728235
52, 0.0307987, 700, 2, 5.81185, 5.75794
73, 0.056355, 800, 0, 0.701687, 2.63889
21, 0.00688055, 600, 1, 6.02385, 5.90786
80, 0.0386622, 500, 2, 3.34041, 2.34642
75, 0.0337475, 200, 0, 4.65218, 5.34599
80, 0.0386622, 500, 2, 2.34642, 3.57334
16, 0.0350581, 100, 1, 4.11811, 4.36993
63, 0.0655291, 200, 2, 4.68545, 4.68545
71, 0.0347304, 700, 2, 6.66671, 4.79519
96, 0.0809284, 300, 2, 1.46216, 4.46204
13, 0.0488192, 400, 1, 2.86955, 1.77393
43, 0.0429215, 600, 1, 3.58594, 2.00344
49, 0.0691332, 400, 3, 2.12487, 2.12487
24, 0.0501297, 400, 1, 2.74254, 2.74254
1, 0.0534062, 600, 1, 2.6854, 1.90955
57, 0.030471, 900, 1, 2.74513, 2.19483
6, 0.0642185, 400, 3, 4.0992, 2.5662
59, 0.00262116, 300, 0, 1.05861, 1.41052
69, 0.0422663, 900, 2, 4.4789, 5.46983
62, 0.0403004, 600, 2, 2.88881, 2.88881
72, 0.0763414, 200, 5, 3.98357, 5.11428
14, 0.0307987, 800, 1, 3.72436, 6.72407
58, 0.0399727, 900, 0, 1.65731, 0.828625
96, 0.0809284, 300, 4, 4.46204, 4.46204
14, 0.0307987, 800, 2, 6.72407, 7.29793
23, 0.0730649, 100, 3, 3.7084, 5.45274
41, 0.0779796, 600, 2, 3.73047, 5.34802
77, 0.067495, 800, 3, 2.73443, 3.72243
50, 0.0121229, 200, 0, 2.78656, 2.18968
23, 0.0730649, 100, 3, 5.45274, 5.45274
60, 0.0432492, 400, 0, 1.9196, 2.25591
75, 0.0337475, 200, 1, 5.34599, 4.85559
85, 0.0301434, 0, 1, 4.00362, 4.00362
28, 0.0458704, 600, 2, 3.38976, 3.38976
45, 0.0396451, 200, 0, 0.496456, 3.05108
5, 0.0763414, 800, 4, 5.80018, 5.91
47, 0.0334198, 700, 2, 6.32775, 4.83422
96, 0.0809284, 300, 4, 4.46204, 5.60187
28, 0.0458704, 600, 2, 3.38976, 1.98656
11, 0.0206417, 700, 0, 2.45669, 2.37327
92, 0.0642185, 900, 1, 3.42419, 5.581
91, 0.067495, 800, 2, 1.87128, 3.37133
77, 0.067495, 800, 3, 3.72243, 3.11647
74, 0.0412833, 400, 1, 4.3244, 4.76445
81, 0.0583209, 800, 1, 3.8458, 3.8458
40, 0.0612697, 0, 1, 2.17078, 3.4793
42, 0.0285052, 500, 1, 3.51496, 3.65399
4, 0.0366963, 400, 2, 5.58815, 8.68982
30, 0.0350581, 400, 1, 2.31652, 2.94238
61, 0.0104847, 300, 0, 4.81039, 5.23224
90, 0.077652, 800, 3, 3.46662, 3.10675
5, 0.0763414, 800, 5, 5.91, 8.26809
64, 0.056355, 600, 0, 1.73947, 0.194444
48, 0.0311263, 0, 0, 3.37911, 3.37911
29, 0.0307987, 400, 1, 3.31326, 3.31326
34, 0.0475086, 600, 0, 2.30083, 4.61448
87, 0.0678226, 300, 3, 3.90338, 3.90338
40, 0.0612697, 0, 3, 3.4793, 3.4793
36, 0.0511127, 600, 3, 3.83489, 4.43186
68, 0.0167099, 900, 3, 5.80538, 2.15527
21, 0.00688055, 600, 0, 5.90786, 5.75473
64, 0.056355, 600, 0, 0.194444, 1.59972
65, 0.0488192, 400, 0, 0.45157, 3.5288
68, 0.0167099, 900, 0, 2.15527, 3.28353
2, 0.0760137, 600, 2, 3.56776, 5.486
9, 0.0468533, 700, 4, 4.1915, 4.97931
63, 0.0655291, 200, 3, 4.68545, 6.61713
77, 0.067495, 800, 3, 3.11647, 8.89401
56, 0.014744, 200, 0, 2.9593, 2.9593
20, 0.0589762, 100, 1, 3.25692, 3.17423
25, 0.0268669, 500, 1, 3.81325, 4.85956
49, 0.0691332, 400, 3, 2.12487, 2.12487
99, 0.0701161, 500, 4, 3.87112, 3.95411
9, 0.0468533, 700, 4, 4.97931, 8.122
40, 0.0612697, 0, 3, 3.4793, 3.4793
25, 0.0268669, 500, 1, 4.85956, 4.23127
14, 0.0307987, 800, 2, 7.29793, 6.25063
24, 0.0501297, 400, 1, 2.74254, 1.99461
78, 0.0242458, 100, 0, 2.57947, 0.669879
83, 0.0448874, 500, 1, 4.23386, 5.1157
85, 0.0301434, 0, 1, 4.00362, 4.00362
94, 0.0363686, 100, 1, 3.12179, 3.04396
18, 0.0140888, 300, 1, 10.4363, 9.64506
22, 0.0150717, 0, 1, 4.41033, 4.41033
49, 0.0691332, 400, 3, 2.12487, 3.99169
68, 0.0167099, 900, 0, 3.28353, 2.70061
86, 0.0271946, 700, 3, 6.09203, 4.15105
34, 0.0475086, 600, 2, 4.61448, 5.96852
8, 0.0226075, 200, 0, 2.50458, 2.07781
68, 0.0167099, 900, 0, 2.70061, 2.59961
78, 0.0242458, 100, 0, 0.669879, 2.50741
22, 0.0150717, 0, 1, 4.41033, 5.08822
36, 0.0511127, 600, 4, 4.43186, 6.38012
43, 0.0429215, 600, 1, 2.00344, 2.28582
82, 0.082239, 500, 2, 2.77464, 2.4823
16, 0.0350581, 100, 1, 4.36993, 4.56928
1, 0.0534062, 600, 0, 1.90955, 3.16433
35, 0.0439045, 700, 0, 1.14293, 0.519341
3, 0.0615973, 600, 2, 2.25538, 2.25538
36, 0.0511127, 600, 4, 6.38012, 7.56672
22, 0.0150717, 0, 2, 5.08822, 5.08822
7, 0.0206417, 300, 1, 4.6463, 3.61714
16, 0.0350581, 100, 1, 4.56928, 4.50932
91, 0.067495, 800, 3, 3.37133, 4.82663
71, 0.0347304, 700, 1, 4.79519, 5.8778
45, 0.0396451, 200, 1, 3.05108, 5.55417
84, 0.0370239, 0, 3, 4.23953, 4.23953
96, 0.0809284, 300, 4, 5.60187, 5.60187
62, 0.0403004, 600, 2, 2.88881, 0.425024
60, 0.0432492, 400, 1, 2.25591, 4.07612
45, 0.0396451, 200, 2, 5.55417, 7.72858
55, 0.030471, 900, 0, 0.829288, 1.4602
10, 0.0445598, 500, 1, 5.12253, 10.0859
44, 0.0337475, 200, 1, 6.12068, 6.12068
59, 0.00262116, 300, 0, 1.41052, 1.99815
80, 0.0386622, 500, 2, 3.57334, 4.80186
17, 0.0281775, 600, 1, 3.07287, 4.32388
33, 0.040628, 900, 1, 2.54163, 1.5297
64, 0.056355, 600, 0, 1.59972, 3.73044
69, 0.0422663, 900, 2, 5.46983, 7.62339
27, 0.0370239, 500, 0, 3.73667, 2.57744
85, 0.0301434, 0, 0, 4.00362, 3.20108
44, 0.0337475, 200, 1, 6.12068, 3.04757
95, 0.0353857, 600, 0, 3.18993, 2.54407
24, 0.0501297, 400, 0, 1.99461, 3.64612
28, 0.0458704, 600, 0, 1.98656, 4.83031
40, 0.0612697, 0, 3, 3.4793, 3.4793
53, 0.0150717, 500, 0, 2.61716, 4.62443
21, 0.00688055, 600, 0, 5.75473, 4.26095
24, 0.0501297, 400, 2, 3.64612, 5.13488
72, 0.0763414, 200, 6, 5.11428, 9.49253
82, 0.082239, 500, 2, 2.4823, 4.98675
61, 0.0104847, 300, 0, 5.23224, 3.29497
38, 0.0625803, 900, 0, 2.12429, 2.53353
70, 0.0612697, 100, 1, 3.66142, 2.3436
9, 0.0468533, 700, 5, 8.122, 8.122
65, 0.0488192, 400, 1, 3.5288, 3.37408
66, 0.0353857, 0, 1, 4.3707, 4.3707
4, 0.0366963, 400, 5, 8.68982, 10.3447
34, 0.0475086, 600, 4, 5.96852, 9.28307
42, 0.0285052, 500, 0, 3.65399, 6.69854
99, 0.0701161, 500, 4, 3.95411, 3.95411
3, 0.0615973, 600, 2, 2.25538, 2.25538
59, 0.00262116, 300, 0, 1.99815, 2.56849
19, 0.0124505, 100, 0, 1.31858, 1.42402
1, 0.0534062, 600, 1, 3.16433, 6.81419
49, 0.0691332, 400, 4, 3.99169, 2.6425
71, 0.0347304, 700, 2, 5.8778, 2.08237
77, 0.067495, 800, 4, 8.89401, 10.1337
81, 0.0583209, 800, 1, 3.8458, 5.36907
86, 0.0271946, 700, 2, 4.15105, 4.9603
1, 0.0534062, 600, 2, 6.81419, 6.97662
65, 0.0488192, 400, 1, 3.37408, 3.66566
94, 0.0363686, 100, 1, 3.04396, 2.99506
38, 0.0625803, 900, 1, 2.53353, 3.35346
60, 0.0432492, 400, 3, 4.07612, 5.18478
67, 0.0291604, 600, 0, 2.98629, 2.98629
47, 0.0334198, 700, 2, 4.83422, 7.21956
17, 0.0281775, 600, 2, 4.32388, 2.97157
86, 0.0271946, 700, 2, 4.9603, 5.39946
25, 0.0268669, 500, 1, 4.23127, 4.06734
44, 0.0337475, 200, 1, 3.04757, 4.55602
9, 0.0468533, 700, 5, 8.122, 7.54712
36, 0.0511127, 600, 5, 7.56672, 6.09936
49, 0.0691332, 400, 3, 2.6425, 2.6425
15, 0.0167099, 600, 0, 2.75623, 3.01598
64, 0.056355, 600, 2, 3.73044, 3.73044
89, 0.0494745, 300, 0, 3.15687, 2.2389
40, 0.0612697, 0, 2, 3.4793, 4.32024
52, 0.0307987, 700, 3, 5.75794, 5.4199
87, 0.0678226, 300, 3, 3.90338, 4.52326
75, 0.0337475, 200, 2, 4.85559, 4.85559
76, 0.0481639, 600, 0, 2.26527, 1.91844
27, 0.0370239, 500, 0, 2.57744, 4.38396
72, 0.0763414, 200, 8, 9.49253, 9.3899
76, 0.0481639, 600, 0, 1.91844, 1.31016
96, 0.0809284, 300, 6, 5.60187, 6.86026
36, 0.0511127, 600, 4, 6.09936, 6.03559
57, 0.030471, 900, 1, 2.19483, 1.70964
32, 0.0311263, 300, 0, 1.49224, 1.14274
53, 0.0150717, 500, 1, 4.62443, 5.44081
37, 0.0124505, 100, 0, 2.51085, 4.02212
77, 0.067495, 800, 4, 10.1337, 9.63103
38, 0.0625803, 900, 2, 3.35346, 3.35346
53, 0.0150717, 500, 2, 5.44081, 4.98414
5, 0.0763414, 800, 8, 8.26809, 9.78038
51, 0.0622526, 300, 1, 1.6734, 1.7613
86, 0.0271946, 700, 3, 5.39946, 3.96278
16, 0.0350581, 100, 1, 4.50932, 5.63223
7, 0.0206417, 300, 1, 3.61714, 3.61714
49, 0.0691332, 400, 3, 2.6425, 2.6425
90, 0.077652, 800, 3, 3.10675, 3.10675
16, 0.0350581, 100, 1, 5.63223, 6.35333
39, 0.0301434, 100, 1, 4.11208, 4.12433
19, 0.0124505, 100, 0, 1.42402, 2.13207
99, 0.0701161, 500, 4, 3.95411, 3.95411
22, 0.0150717, 0, 2, 5.08822, 5.08822
29, 0.0307987, 400, 1, 3.31326, 3.95325
63, 0.0655291, 200, 4, 6.61713, 8.61243
50, 0.0121229, 200, 0, 2.18968, 1.34008
84, 0.0370239, 0, 2, 4.23953, 4.23953
4, 0.0366963, 400, 5, 10.3447, 11.3444
34, 0.0475086, 600, 3, 9.28307, 11.0177
26, 0.0701161, 0, 3, 2.51356, 2.51356
18, 0.0140888, 300, 2, 9.64506, 10.1089
59, 0.00262116, 300, 0, 2.56849, 2.56849
82, 0.082239, 500, 5, 4.98675, 6.42326
2, 0.0760137, 600, 4, 5.486, 5.24643
12, 0.0465256, 700, 0, 1.89252, 1.26379
16, 0.0350581, 100, 1, 6.35333, 6.31498
38, 0.0625803, 900, 2, 3.35346, 5.22183
3, 0.0615973, 600, 2, 2.25538, 4.67425
5, 0.0763414, 800, 8, 9.78038, 7.23985
75, 0.0337475, 200, 2, 4.85559, 4.47868
92, 0.0642185, 900, 4, 5.581, 2.10499
39, 0.0301434, 100, 1, 4.12433, 3.45311
81, 0.0583209, 800, 1, 5.36907, 5.64606
59, 0.00262116, 300, 0, 2.56849, 2.56849
91, 0.067495, 800, 3, 4.82663, 6.23001
18, 0.0140888, 300, 2, 10.1089, 11.332
21, 0.00688055, 600, 0, 4.26095, 4.79364
27, 0.0370239, 500, 0, 4.38396, 4.07334
39, 0.0301434, 100, 1, 3.45311, 5.2586
18, 0.0140888, 300, 2, 11.332, 11.2497
90, 0.077652, 800, 3, 3.10675, 1.78244
13, 0.0488192, 400, 0, 1.77393, 5.25083
50, 0.0121229, 200, 0, 1.34008, 1.34008
52, 0.0307987, 700, 1, 5.4199, 9.0964
66, 0.0353857, 0, 1, 4.3707, 4.3707
34, 0.0475086, 600, 4, 11.0177, 15.9228
53, 0.0150717, 500, 2, 4.98414, 8.83544
13, 0.0488192, 400, 1, 5.25083, 8.73179
45, 0.0396451, 200, 4, 7.72858, 7.72858
52, 0.0307987, 700, 2, 9.0964, 10.0027
84, 0.0370239, 0, 2, 4.23953, 4.23953
10, 0.0445598, 500, 4, 10.0859, 9.52426
91, 0.067495, 800, 3, 6.23001, 6.75737
30, 0.0350581, 400, 1, 2.94238, 4.11394
24, 0.0501297, 400, 2, 5.13488, 8.18635
15, 0.0167099, 600, 0, 3.01598, 3.35516
38, 0.0625803, 900, 4, 5.22183, 4.83093
54, 0.0560274, 0, 1, 2.34376, 2.54393
57, 0.030471, 900, 1, 1.70964, 1.20968
48, 0.0311263, 0, 0, 3.37911, 4.74772
11, 0.0206417, 700, 0, 2.37327, 1.89296
50, 0.0121229, 200, 0, 1.34008, 4.64347
35, 0.0439045, 700, 0, 0.519341, 0.118446
42, 0.0285052, 500, 0, 6.69854, 5.38615
43, 0.0429215, 600, 1, 2.28582, 2.58197
96, 0.0809284, 300, 6, 6.86026, 9.55655
84, 0.0370239, 0, 2, 4.23953, 4.23953
64, 0.056355, 600, 2, 3.73044, 3.73044
50, 0.0121229, 200, 0, 4.64347, 2.4463
48, 0.0311263, 0, 2, 4.74772, 4.74772
1, 0.0534062, 600, 3, 6.97662, 6.94141
2, 0.0760137, 600, 5, 5.24643, 5.24643
90, 0.077652, 800, 2, 1.78244, 1.78244
70, 0.0612697, 100, 0, 2.3436, 2.14897
3, 0.0615973, 600, 4, 4.67425, 5.12843
78, 0.0242458, 100, 0, 2.50741, 1.98574
77, 0.067495, 800, 6, 9.63103, 11.6986
57, 0.030471, 900, 0, 1.20968, 1.84463
52, 0.0307987, 700, 2, 10.0027, 10.8185
77, 0.067495, 800, 6, 11.6986, 11.0312
97, 0.031454, 0, 0, 2.78645, 2.36222
75, 0.0337475, 200, 1, 4.47868, 4.39937
41, 0.0779796, 600, 5, 5.34802, 5.32687
77, 0.067495, 800, 6, 11.0312, 8.51647
83, 0.0448874, 500, 1, 5.1157, 6.81664
99, 0.0701161, 500, 3, 3.95411, 7.2495
74, 0.0412833, 400, 1, 4.76445, 4.70106
22, 0.0150717, 0, 2, 5.08822, 5.08822
32, 0.0311263, 300, 0, 1.14274, 0.595236
33, 0.040628, 900, 1, 1.5297, 3.25088
59, 0.00262116, 300, 0, 2.56849, 1.59065
3, 0.0615973, 600, 4, 5.12843, 5.12843
28, 0.0458704, 600, 4, 4.83031, 4.83031
80, 0.0386622, 500, 2, 4.80186, 5.1001
86, 0.0271946, 700, 2, 3.96278, 3.5896
13, 0.0488192, 400, 1, 8.73179, 7.27961
47, 0.0334198, 700, 2, 7.21956, 7.41037
45, 0.0396451, 200, 5, 7.72858, 7.13924
85, 0.0301434, 0, 0, 3.20108, 1.34455
30, 0.0350581, 400, 1, 4.11394, 2.93333
30, 0.0350581, 400, 1, 2.93333, 1.47887
81, 0.0583209, 800, 1, 5.64606, 4.41631
81, 0.0583209, 800, 1, 4.41631, 5.63661
30, 0.0350581, 400, 1, 1.47887, 1.89578
2, 0.0760137, 600, 5, 5.24643, 7.05993
10, 0.0445598, 500, 4, 9.52426, 9.70685
7, 0.0206417, 300, 1, 3.61714, 3.61714
56, 0.014744, 200, 0, 2.9593, 0.736619
81, 0.0583209, 800, 1, 5.63661, 3.82386
45, 0.0396451, 200, 5, 7.13924, 7.20262
60, 0.0432492, 400, 3, 5.18478, 5.18478
51, 0.0622526, 300, 1, 1.7613, 3.79128
77, 0.067495, 800, 6, 8.51647, 10.2064
23, 0.0730649, 100, 4, 5.45274, 6.95827
