22, 0.0445598, 0, 4.41033, 1, 4.01901, 1 
21, 0.0124505, 600, 3.68385, 1, 3.01622, 1 
44, 0.0625803, 200, 3.33033, 2, 2.68563, 1 
66, 0.0452151, 0, 4.3707, 2, 3.41544, 1 
6, 0.119263, 400, 4.0992, 5, 2.96479, 1 
23, 0.117625, 100, 3.7084, 4, 1.81518, 1 
64, 0.0894472, 600, 3.20129, 2, 2.14285, 1 
70, 0.076669, 100, 3.66142, 2, 3.59477, 1 
88, 0.101242, 300, 2.78638, 4, 1.45337, 1 
2, 0.126143, 600, 4.48344, 5, 1.81518, 1 
3, 0.10714, 600, 2.25538, 2, 1.14467, 1 
6, 0.119263, 400, 4.0992, 5, 2.45951, 1 
88, 0.101242, 300, 2.78638, 4, 0.495685, 1 
15, 0.0193311, 600, 4.19676, 2, 3.43836, 1 
74, 0.0498021, 400, 4.3244, 2, 0.91763, 1 
92, 0.0894472, 900, 3.42419, 1, 1.9988, 1 
29, 0.0530786, 400, 3.31326, 1, 3.21448, 1 
47, 0.0632356, 700, 3.65533, 2, 2.42264, 1 
2, 0.126143, 600, 4.48344, 5, 1.81518, 1 
3, 0.10714, 600, 2.25538, 2, 1.14467, 1 
6, 0.119263, 400, 4.0992, 5, 2.45951, 1 
88, 0.101242, 300, 2.78638, 4, 0.495685, 1 
82, 0.0986213, 500, 2.77464, 4, 1.91125, 1 
87, 0.072082, 300, 3.90338, 2, 3.50082, 1 
38, 0.0989489, 900, 4.14208, 2, 2.96368, 1 
82, 0.0986213, 500, 2.77464, 4, 2.06208, 1 
2, 0.126143, 600, 4.48344, 5, 1.45337, 1 
3, 0.10714, 600, 2.25538, 2, 1.50892, 1 
6, 0.119263, 400, 4.0992, 5, 2.7668, 1 
23, 0.117625, 100, 3.7084, 4, 0.495685, 1 
38, 0.0989489, 900, 4.14208, 3, 2.96368, 1 
82, 0.0986213, 500, 2.77464, 4, 2.06208, 1 
34, 0.0527509, 600, 2.57652, 0, 1.96918, 1 
86, 0.0327645, 700, 3.89593, 1, 1.58487, 1 
5, 0.100587, 800, 3.99189, 5, 3.78518, 1 
9, 0.0933789, 700, 4.1915, 4, 2.17179, 1 
65, 0.0730649, 400, 2.66675, 1, 1.9988, 1 
41, 0.0930513, 600, 3.76456, 2, 1.79084, 1 
77, 0.0861707, 800, 1.44921, 2, 0.874583, 1 
91, 0.0740479, 800, 1.87128, 2, 0.369253, 1 
38, 0.0989489, 900, 4.14208, 3, 2.4264, 1 
82, 0.0986213, 500, 2.77464, 4, 1.58645, 1 
84, 0.0573379, 0, 4.23953, 1, 2.61724, 1 
87, 0.072082, 300, 3.90338, 3, 1.56328, 1 
96, 0.0917407, 300, 1.46216, 2, 0.42431, 1 
26, 0.0756861, 0, 2.51356, 3, 0.369253, 1 
41, 0.0930513, 600, 3.76456, 2, 2.03914, 1 
77, 0.0861707, 800, 1.44921, 2, 0.573262, 1 
83, 0.087809, 500, 4.23386, 1, 0.663824, 1 
71, 0.0783073, 700, 4.04477, 1, 3.66667, 1 
24, 0.0697885, 400, 2.74254, 2, 1.86614, 1 
22, 0.0445598, 0, 4.41033, 2, 4.01901, 1 
5, 0.100587, 800, 3.99189, 6, 3.18527, 1 
63, 0.0792902, 200, 4.68545, 2, 1.43781, 1 
69, 0.0724096, 900, 4.4789, 2, 2.75758, 1 
72, 0.0989489, 200, 2.63131, 4, 2.50845, 1 
90, 0.128109, 800, 3.46662, 6, 2.82046, 1 
1, 0.0806008, 600, 4.28634, 2, 2.06208, 1 
38, 0.0989489, 900, 4.14208, 4, 1.91125, 1 
49, 0.100915, 400, 3.64624, 5, 1.58645, 1 
84, 0.0573379, 0, 4.23953, 2, 4.20361, 1 
87, 0.072082, 300, 3.90338, 3, 3.14393, 1 
96, 0.0917407, 300, 1.46216, 2, 1.16363, 1 
7, 0.0484915, 300, 3.74164, 2, 3.21448, 1 
47, 0.0632356, 700, 3.65533, 2, 0.826083, 1 
44, 0.0625803, 200, 3.33033, 2, 2.30678, 1 
68, 0.0324369, 900, 5.51302, 3, 3.41544, 1 
79, 0.0684779, 300, 4.37614, 1, 2.80083, 1 
1, 0.0806008, 600, 4.28634, 2, 2.06208, 1 
38, 0.0989489, 900, 4.14208, 4, 1.91125, 1 
49, 0.100915, 400, 3.64624, 5, 1.58645, 1 
84, 0.0573379, 0, 4.23953, 3, 4.20361, 1 
87, 0.072082, 300, 3.90338, 4, 3.14393, 1 
96, 0.0917407, 300, 1.46216, 2, 1.16363, 1 
29, 0.0530786, 400, 6.18943, 2, 3.21448, 1 
47, 0.0632356, 700, 3.65533, 2, 2.42264, 1 
29, 0.0530786, 400, 6.18943, 2, 3.21448, 1 
47, 0.0632356, 700, 3.65533, 2, 2.42264, 1 
82, 0.0986213, 500, 7.21462, 6, 3.76544, 1 
94, 0.0458704, 100, 3.12179, 1, 0.587101, 1 
52, 0.0409557, 700, 4.93762, 0, 4.06488, 1 
60, 0.0527509, 400, 2.47693, 2, 1.58487, 1 
2, 0.126143, 600, 4.48344, 5, 2.96479, 1 
23, 0.117625, 100, 3.7084, 4, 2.45951, 1 
40, 0.0943619, 0, 2.17078, 2, 0.447823, 1 
70, 0.076669, 100, 3.66142, 3, 2.326, 1 
88, 0.101242, 300, 2.78638, 4, 2.7668, 1 
21, 0.0124505, 600, 3.68385, 1, 3.01622, 1 
44, 0.0625803, 200, 3.33033, 2, 2.68563, 1 
66, 0.0452151, 0, 3.48031, 2, 3.41544, 1 
46, 0.0809284, 300, 2.89894, 3, 2.10212, 1 
42, 0.0324369, 500, 3.51496, 1, 3.42621, 1 
56, 0.0439045, 200, 2.9593, 0, 2.89606, 1 
46, 0.0809284, 300, 2.89894, 3, 2.10212, 1 
1, 0.0806008, 600, 4.28634, 2, 2.96368, 1 
49, 0.100915, 400, 3.64624, 5, 2.4264, 1 
82, 0.0986213, 500, 7.21462, 7, 1.91125, 1 
87, 0.072082, 300, 3.90338, 4, 3.50082, 1 
44, 0.0625803, 200, 3.33033, 2, 2.30678, 1 
68, 0.0324369, 900, 5.65336, 2, 3.41544, 1 
5, 0.100587, 800, 3.99189, 5, 2.46331, 1 
90, 0.128109, 800, 3.46662, 6, 2.89389, 1 
92, 0.0894472, 900, 3.3777, 2, 2.17179, 1 
99, 0.0933789, 500, 3.87112, 4, 2.69445, 1 
33, 0.0570103, 900, 2.54163, 1, 1.07889, 1 
26, 0.0756861, 0, 2.51356, 3, 0.369253, 1 
41, 0.0930513, 600, 3.76456, 3, 2.03914, 1 
48, 0.040628, 0, 3.37911, 0, 3.13119, 1 
77, 0.0861707, 800, 1.44921, 2, 0.573262, 1 
93, 0.0540615, 100, 4.34434, 0, 3.06843, 1 
17, 0.0556997, 600, 3.07287, 1, 1.67754, 1 
25, 0.0511127, 500, 2.5149, 1, 1.09913, 1 
43, 0.0602868, 600, 5.19287, 2, 3.43836, 1 
74, 0.0498021, 400, 4.3244, 2, 3.43156, 1 
91, 0.0740479, 800, 3.35051, 5, 3.06843, 1 
5, 0.100587, 800, 3.99189, 5, 1.56833, 1 
9, 0.0933789, 700, 4.36599, 4, 2.69445, 1 
36, 0.0946895, 600, 4.56606, 5, 3.99124, 1 
72, 0.0989489, 200, 2.63131, 4, 1.8317, 1 
90, 0.128109, 800, 3.46662, 6, 2.39299, 1 
38, 0.0989489, 900, 5.24281, 4, 2.21729, 1 
49, 0.100915, 400, 3.64624, 5, 0.42431, 1 
82, 0.0986213, 500, 7.21462, 7, 1.16363, 1 
87, 0.072082, 300, 3.90338, 4, 1.98718, 1 
17, 0.0556997, 600, 3.07287, 1, 1.67754, 1 
25, 0.0511127, 500, 2.5149, 1, 1.09913, 1 
8, 0.0543891, 200, 7.1644, 2, 2.96523, 1 
42, 0.0324369, 500, 3.51496, 2, 1.53737, 1 
85, 0.0357133, 0, 2.95596, 1, 2.25971, 1 
5, 0.100587, 800, 3.99189, 5, 3.78518, 1 
9, 0.0933789, 700, 4.36599, 4, 2.17179, 1 
65, 0.0730649, 400, 2.66675, 1, 1.9988, 1 
6, 0.119263, 400, 4.92097, 5, 2.96479, 1 
23, 0.117625, 100, 3.7084, 4, 1.81518, 1 
64, 0.0894472, 600, 3.20129, 2, 2.14285, 1 
70, 0.076669, 100, 3.66142, 3, 3.59477, 1 
88, 0.101242, 300, 2.78638, 4, 1.45337, 1 
14, 0.0481639, 800, 2.82548, 1, 2.80351, 1 
18, 0.0275222, 300, 8.41285, 1, 4.01901, 1 
39, 0.077652, 100, 4.11208, 2, 4.01022, 1 
57, 0.0530786, 900, 4.97269, 1, 1.07889, 1 
2, 0.126143, 600, 5.0804, 5, 3.59477, 1 
6, 0.119263, 400, 4.92097, 5, 2.326, 1 
40, 0.0943619, 0, 2.17078, 2, 1.88071, 1 
